ID,DIVISION,SUBJECT,WRITER,VIEWS
2247033,NS소프트,VG TECH)토니호크 프로스케이터 닌텐도 스위치 테스트 영상 (15),틸로볼프,8
2247049,사설,"MS, PS5로 장악한 소니의 게임시장 뒤흔들까? (252)",루리웹-4501333961,48
2247048,PS4소프트,「그랑블루 판타지 Versus」전세계 판매량 50만장 돌파. (35),친친과망고,9
2247039,사설,더 게이머) 나는 리터널을 끝내기 위해 시간을 내야만했다. (161),볼트 드웰러,30
2237470,PS5하드,,Ruliweb100,47
2247035,사설,"'목표는 GOTY' 콘솔-액션에 올인한 그들, 라운드8 스튜디오 (31)",루리웹-4501333961,11
2247034,기타,그랑블루 판타지 버서스 RAGE 2021 섬머 - 세미 파이널 결과 및 ... (14),BlueWaterSky,2
2247040,NS소프트,몬스터 헌터 스토리즈 2 이베르카나 참전 (49),맛챠라이더,26
,,,,
2247047,정보,"「성검전설」 시리즈 30주년 기념 생방송, 금일 18시부터 공개 예정 (75)",토미오카,11
2247046,정보,비트맵 북스 일본 롤플레잉 게임 가이드 출시 (2),Sylvester,2
2247036,정보,게임스레이다) 위쳐 4에 대해 CDPR이 말한 모든 것 (77),볼트 드웰러,17
2247044,정보,비트맵 북스 일본 롤플레잉 게임 가이드 출시 (9),Sylvester,5
2247055,NS소프트,성검전설 콘솔용 신작 개발 중 (21),nokcha,24
2247052,PS5소프트,제이슨 레이몬드의 헤븐 스튜디오가 개발 중인 플스 IP에 멀티 플레이가 ... (18),루리웹-4501333961,11
2247038,PS5소프트,길티기어 스트라이브 미국 VS 일본 이벤트전 시작 (14),제시진짜아직스틸얼라이브,6
2247056,기타,그랑블루 판타지 VERSUS - 시스 참전 기념 이벤트 실시 (9),토미오카,5
2247043,기타,더 게이머)바이오 하자드 2 리메이크 커버 아트를 워킹데드 모바일 게임이... (23),틸로볼프,26
2247054,사설,크리스 아벨론 성범죄에 대해 장문으로 입열다. (22),고무장갑펭귄,17
2247059,XSX소프트,사이코너츠2 스크린샷 (22),고무장갑펭귄,26
2247053,XSX소프트,"둠 이터널, 엑스박스 시리즈 콘솔(X|S) 무료 최적화 업데이트 공지 발... (41)",블레이더영혼,34
2247060,NS소프트,짱구는 못말려 나와 박사의 여름방학 스크린샷 및 일본체험회 현장 사진 (89),nokcha,34
2247058,기타,가정용 게임기용 성검전설 신작 개발중 (19),340456694,11
2247051,NS소프트,진 여신전생 5 한국어 공식 악마 소개 영상 Vol.011 (이누가미) (24),nokcha,13
2247037,PS5소프트,PS공식)익스플로링 PS5 - 챌린지 (2),틸로볼프,1
2247061,NS소프트,그대 쌓인 눈속에 열망한다 패키지 일러스트 공개 외 (5),아즈꺄,2
2247042,XSX하드,"마소. ""게임 업데이트 방식 개선 고민중"" (19)",중고플스,33
2247057,NS소프트,성검전설 레전드 오브 마나 애니메이션화 결정 및 올 가을 업데이트 예정 (15),nokcha,12
2247041,XSX하드,게임랜트)Xbox 디자인 랩 오류로 인한 주문 취소에 기프트카드 배포 (1),틸로볼프,9
2247050,사설,"[인터뷰] ""누구나 쉽고 재미있게""...'몬스터 헌터 스토리즈 2' (12)",루리웹-4501333961,7
